,NAICS2017_LABEL,SEX_LABEL,ETH_GROUP,RACE_GROUP,RACE_GROUP_LABEL,VET_GROUP_LABEL,YIBSZFI,YIBSZFI_LABEL,FIRMPDEMP,RCPPDEMP,EMP,PAYANN,EMPSZFI,EMPSZFI_LABEL
20639,"Professional, scientific, and technical services",Equally male/female,001,50,American Indian and Alaska Native,Total,,,D,D,20 to 99 employees,D,620,Firms with 5 to 9 employees
20640,"Professional, scientific, and technical services",Equally male/female,001,50,American Indian and Alaska Native,Total,,,D,D,0 to 19 employees,D,630,Firms with 10 to 19 employees
20641,"Professional, scientific, and technical services",Equally male/female,001,50,American Indian and Alaska Native,Total,,,D,D,20 to 99 employees,D,642,Firms with 50 to 99 employees
20642,"Professional, scientific, and technical services",Total,020,50,American Indian and Alaska Native,Total,,,S,S,0 to 19 employees,S,611,Firms with no employees
20643,"Professional, scientific, and technical services",Total,020,50,American Indian and Alaska Native,Total,,,548,O,864,35136,612,Firms with 1 to 4 employees
20644,"Professional, scientific, and technical services",Total,020,50,American Indian and Alaska Native,Total,,,S,S,500 to 999 employees,S,620,Firms with 5 to 9 employees
20645,"Professional, scientific, and technical services",Total,020,50,American Indian and Alaska Native,Total,,,S,S,250 to 499 employees,S,630,Firms with 10 to 19 employees
20646,"Professional, scientific, and technical services",Total,020,50,American Indian and Alaska Native,Total,,,D,D,20 to 99 employees,D,641,Firms with 20 to 49 employees
20647,"Professional, scientific, and technical services",Total,028,50,American Indian and Alaska Native,Total,,,D,D,0 to 19 employees,D,612,Firms with 1 to 4 employees
20648,"Professional, scientific, and technical services",Total,029,50,American Indian and Alaska Native,Total,,,529,O,0,28033,611,Firms with no employees
20649,"Professional, scientific, and technical services",Total,029,50,American Indian and Alaska Native,Total,,,2003,T,3639,165900,612,Firms with 1 to 4 employees
20650,"Professional, scientific, and technical services",Total,029,50,American Indian and Alaska Native,Total,,,307,R,2064,119134,620,Firms with 5 to 9 employees
20651,"Professional, scientific, and technical services",Total,029,50,American Indian and Alaska Native,Total,,,181,R,2412,121572,630,Firms with 10 to 19 employees
20652,"Professional, scientific, and technical services",Total,029,50,American Indian and Alaska Native,Total,,,S,S,"2,500 to 4,999 employees",S,641,Firms with 20 to 49 employees
20653,"Professional, scientific, and technical services",Total,029,50,American Indian and Alaska Native,Total,,,22,R,1342,131771,642,Firms with 50 to 99 employees
20654,"Professional, scientific, and technical services",Total,029,50,American Indian and Alaska Native,Total,,,9,R,1500,103258,651,Firms with 100 to 249 employees
20655,"Professional, scientific, and technical services",Total,029,50,American Indian and Alaska Native,Total,,,6,R,2479,138617,652,Firms with 250 to 499 employees
20656,"Professional, scientific, and technical services",Total,029,50,American Indian and Alaska Native,Total,,,D,D,500 to 999 employees,D,657,Firms with 500 employees or more
20657,"Professional, scientific, and technical services",Total,001,60,Asian,Total,,,11775,U,0,715301,611,Firms with no employees
20658,"Professional, scientific, and technical services",Total,001,60,Asian,Total,,,38457,W,65876,4413900,612,Firms with 1 to 4 employees
20659,"Professional, scientific, and technical services",Total,001,60,Asian,Total,,,6793,W,44796,3120637,620,Firms with 5 to 9 employees
20660,"Professional, scientific, and technical services",Total,001,60,Asian,Total,,,4038,W,53643,4112318,630,Firms with 10 to 19 employees
20661,"Professional, scientific, and technical services",Total,001,60,Asian,Total,,,2558,W,76306,6160290,641,Firms with 20 to 49 employees
20662,"Professional, scientific, and technical services",Total,001,60,Asian,Total,,,761,W,47578,4453199,642,Firms with 50 to 99 employees
20663,"Professional, scientific, and technical services",Total,001,60,Asian,Total,,,510,W,72566,6486902,651,Firms with 100 to 249 employees
20664,"Professional, scientific, and technical services",Total,001,60,Asian,Total,,,162,W,52162,4466983,652,Firms with 250 to 499 employees
20665,"Professional, scientific, and technical services",Total,001,60,Asian,Total,,,79,W,57699,5646354,657,Firms with 500 employees or more
20666,"Professional, scientific, and technical services",Female,001,60,Asian,Total,,,3539,T,0,159484,611,Firms with no employees
20667,"Professional, scientific, and technical services",Female,001,60,Asian,Total,,,11399,U,18983,1190865,612,Firms with 1 to 4 employees
20668,"Professional, scientific, and technical services",Female,001,60,Asian,Total,,,1631,U,10957,705313,620,Firms with 5 to 9 employees
20669,"Professional, scientific, and technical services",Female,001,60,Asian,Total,,,1261,U,16936,1246496,630,Firms with 10 to 19 employees
20670,"Professional, scientific, and technical services",Female,001,60,Asian,Total,,,739,U,22270,1786678,641,Firms with 20 to 49 employees
20671,"Professional, scientific, and technical services",Female,001,60,Asian,Total,,,276,U,16584,1617890,642,Firms with 50 to 99 employees
20672,"Professional, scientific, and technical services",Female,001,60,Asian,Total,,,124,U,13207,1029857,651,Firms with 100 to 249 employees
20673,"Professional, scientific, and technical services",Female,001,60,Asian,Total,,,22,U,6051,503789,652,Firms with 250 to 499 employees
20674,"Professional, scientific, and technical services",Female,001,60,Asian,Total,,,17,U,12103,1061432,657,Firms with 500 employees or more
20675,"Professional, scientific, and technical services",Male,001,60,Asian,Total,,,7191,U,0,500915,611,Firms with no employees
20676,"Professional, scientific, and technical services",Male,001,60,Asian,Total,,,23609,W,40858,2877032,612,Firms with 1 to 4 employees
20677,"Professional, scientific, and technical services",Male,001,60,Asian,Total,,,4563,W,29848,2176906,620,Firms with 5 to 9 employees
20678,"Professional, scientific, and technical services",Male,001,60,Asian,Total,,,2488,W,33253,2701650,630,Firms with 10 to 19 employees
20679,"Professional, scientific, and technical services",Male,001,60,Asian,Total,,,1615,W,48119,3943983,641,Firms with 20 to 49 employees
20680,"Professional, scientific, and technical services",Male,001,60,Asian,Total,,,455,W,29185,2627617,642,Firms with 50 to 99 employees
20681,"Professional, scientific, and technical services",Male,001,60,Asian,Total,,,381,W,58502,5388947,651,Firms with 100 to 249 employees
20682,"Professional, scientific, and technical services",Male,001,60,Asian,Total,,,138,W,45483,3883841,652,Firms with 250 to 499 employees
20683,"Professional, scientific, and technical services",Male,001,60,Asian,Total,,,58,W,45546,4581255,657,Firms with 500 employees or more
20684,"Professional, scientific, and technical services",Equally male/female,001,60,Asian,Total,,,1045,R,0,54902,611,Firms with no employees
20685,"Professional, scientific, and technical services",Equally male/female,001,60,Asian,Total,,,3447,U,6035,346004,612,Firms with 1 to 4 employees
20686,"Professional, scientific, and technical services",Equally male/female,001,60,Asian,Total,,,599,T,3992,238417,620,Firms with 5 to 9 employees
20687,"Professional, scientific, and technical services",Equally male/female,001,60,Asian,Total,,,287,R,3454,164172,630,Firms with 10 to 19 employees
20688,"Professional, scientific, and technical services",Equally male/female,001,60,Asian,Total,,,S,S,"5,000 to 9,999 employees",S,641,Firms with 20 to 49 employees
20689,"Professional, scientific, and technical services",Equally male/female,001,60,Asian,Total,,,D,D,"1,000 to 2,499 employees",D,642,Firms with 50 to 99 employees
20690,"Professional, scientific, and technical services",Equally male/female,001,60,Asian,Total,,,5,R,857,68099,651,Firms with 100 to 249 employees
20691,"Professional, scientific, and technical services",Equally male/female,001,60,Asian,Total,,,2,R,628,79353,652,Firms with 250 to 499 employees
20692,"Professional, scientific, and technical services",Equally male/female,001,60,Asian,Total,,,D,D,20 to 99 employees,D,657,Firms with 500 employees or more
20693,"Professional, scientific, and technical services",Total,020,60,Asian,Total,,,72,I,0,476,611,Firms with no employees
20694,"Professional, scientific, and technical services",Total,020,60,Asian,Total,,,396,O,739,37069,612,Firms with 1 to 4 employees
20695,"Professional, scientific, and technical services",Total,020,60,Asian,Total,,,S,S,250 to 499 employees,S,620,Firms with 5 to 9 employees
20696,"Professional, scientific, and technical services",Total,020,60,Asian,Total,,,S,S,250 to 499 employees,S,630,Firms with 10 to 19 employees
20697,"Professional, scientific, and technical services",Total,020,60,Asian,Total,,,S,S,"1,000 to 2,499 employees",S,641,Firms with 20 to 49 employees
20698,"Professional, scientific, and technical services",Total,028,60,Asian,Total,,,42,I,0,1494,611,Firms with no employees
20699,"Professional, scientific, and technical services",Total,028,60,Asian,Total,,,8,I,7,367,612,Firms with 1 to 4 employees
20700,"Professional, scientific, and technical services",Total,028,60,Asian,Total,,,D,D,500 to 999 employees,D,630,Firms with 10 to 19 employees
20701,"Professional, scientific, and technical services",Total,028,60,Asian,Total,,,D,D,100 to 249 employees,D,651,Firms with 100 to 249 employees
20702,"Professional, scientific, and technical services",Total,029,60,Asian,Total,,,11663,U,0,713332,611,Firms with no employees
20703,"Professional, scientific, and technical services",Total,029,60,Asian,Total,,,38053,W,65130,4376464,612,Firms with 1 to 4 employees
20704,"Professional, scientific, and technical services",Total,029,60,Asian,Total,,,6723,W,44349,3094660,620,Firms with 5 to 9 employees
20705,"Professional, scientific, and technical services",Total,029,60,Asian,Total,,,3972,W,52672,4024564,630,Firms with 10 to 19 employees
20706,"Professional, scientific, and technical services",Total,029,60,Asian,Total,,,2525,W,74917,6095756,641,Firms with 20 to 49 employees
20707,"Professional, scientific, and technical services",Total,029,60,Asian,Total,,,761,W,47578,4453199,642,Firms with 50 to 99 employees
20708,"Professional, scientific, and technical services",Total,029,60,Asian,Total,,,509,W,72446,6469853,651,Firms with 100 to 249 employees
20709,"Professional, scientific, and technical services",Total,029,60,Asian,Total,,,162,W,52162,4466983,652,Firms with 250 to 499 employees
20710,"Professional, scientific, and technical services",Total,029,60,Asian,Total,,,79,W,57699,5646354,657,Firms with 500 employees or more
20711,"Professional, scientific, and technical services",Total,001,70,Native Hawaiian and Other Pacific Islander,Total,,,S,S,0 to 19 employees,S,611,Firms with no employees
20712,"Professional, scientific, and technical services",Total,001,70,Native Hawaiian and Other Pacific Islander,Total,,,736,R,1202,57567,612,Firms with 1 to 4 employees
20713,"Professional, scientific, and technical services",Total,001,70,Native Hawaiian and Other Pacific Islander,Total,,,S,S,500 to 999 employees,S,620,Firms with 5 to 9 employees
20714,"Professional, scientific, and technical services",Total,001,70,Native Hawaiian and Other Pacific Islander,Total,,,S,S,500 to 999 employees,S,630,Firms with 10 to 19 employees
20715,"Professional, scientific, and technical services",Total,001,70,Native Hawaiian and Other Pacific Islander,Total,,,51,O,1211,44114,641,Firms with 20 to 49 employees
20716,"Professional, scientific, and technical services",Total,001,70,Native Hawaiian and Other Pacific Islander,Total,,,11,O,618,45612,642,Firms with 50 to 99 employees
20717,"Professional, scientific, and technical services",Total,001,70,Native Hawaiian and Other Pacific Islander,Total,,,5,O,627,40460,651,Firms with 100 to 249 employees
20718,"Professional, scientific, and technical services",Total,001,70,Native Hawaiian and Other Pacific Islander,Total,,,D,D,500 to 999 employees,D,652,Firms with 250 to 499 employees
20719,"Professional, scientific, and technical services",Female,001,70,Native Hawaiian and Other Pacific Islander,Total,,,150,L,0,6788,611,Firms with no employees
20720,"Professional, scientific, and technical services",Female,001,70,Native Hawaiian and Other Pacific Islander,Total,,,279,M,347,12714,612,Firms with 1 to 4 employees
20721,"Professional, scientific, and technical services",Female,001,70,Native Hawaiian and Other Pacific Islander,Total,,,S,S,250 to 499 employees,S,620,Firms with 5 to 9 employees
20722,"Professional, scientific, and technical services",Female,001,70,Native Hawaiian and Other Pacific Islander,Total,,,S,S,500 to 999 employees,S,630,Firms with 10 to 19 employees
20723,"Professional, scientific, and technical services",Female,001,70,Native Hawaiian and Other Pacific Islander,Total,,,S,S,100 to 249 employees,S,641,Firms with 20 to 49 employees
20724,"Professional, scientific, and technical services",Female,001,70,Native Hawaiian and Other Pacific Islander,Total,,,D,D,100 to 249 employees,D,642,Firms with 50 to 99 employees
20725,"Professional, scientific, and technical services",Female,001,70,Native Hawaiian and Other Pacific Islander,Total,,,D,D,100 to 249 employees,D,651,Firms with 100 to 249 employees
20726,"Professional, scientific, and technical services",Female,001,70,Native Hawaiian and Other Pacific Islander,Total,,,D,D,250 to 499 employees,D,652,Firms with 250 to 499 employees
20727,"Professional, scientific, and technical services",Male,001,70,Native Hawaiian and Other Pacific Islander,Total,,,S,S,0 to 19 employees,S,611,Firms with no employees
20728,"Professional, scientific, and technical services",Male,001,70,Native Hawaiian and Other Pacific Islander,Total,,,449,O,849,44572,612,Firms with 1 to 4 employees
20729,"Professional, scientific, and technical services",Male,001,70,Native Hawaiian and Other Pacific Islander,Total,,,S,S,100 to 249 employees,S,620,Firms with 5 to 9 employees
20730,"Professional, scientific, and technical services",Male,001,70,Native Hawaiian and Other Pacific Islander,Total,,,S,S,100 to 249 employees,S,630,Firms with 10 to 19 employees
20731,"Professional, scientific, and technical services",Male,001,70,Native Hawaiian and Other Pacific Islander,Total,,,42,O,995,36787,641,Firms with 20 to 49 employees
20732,"Professional, scientific, and technical services",Male,001,70,Native Hawaiian and Other Pacific Islander,Total,,,9,O,517,36855,642,Firms with 50 to 99 employees
20733,"Professional, scientific, and technical services",Male,001,70,Native Hawaiian and Other Pacific Islander,Total,,,4,O,499,34939,651,Firms with 100 to 249 employees
20734,"Professional, scientific, and technical services",Male,001,70,Native Hawaiian and Other Pacific Islander,Total,,,D,D,100 to 249 employees,D,652,Firms with 250 to 499 employees
20735,"Professional, scientific, and technical services",Equally male/female,001,70,Native Hawaiian and Other Pacific Islander,Total,,,S,S,0 to 19 employees,S,611,Firms with no employees
20736,"Professional, scientific, and technical services",Equally male/female,001,70,Native Hawaiian and Other Pacific Islander,Total,,,S,S,0 to 19 employees,S,612,Firms with 1 to 4 employees
20737,"Professional, scientific, and technical services",Equally male/female,001,70,Native Hawaiian and Other Pacific Islander,Total,,,D,D,0 to 19 employees,D,630,Firms with 10 to 19 employees
20738,"Professional, scientific, and technical services",Total,020,70,Native Hawaiian and Other Pacific Islander,Total,,,19,I,0,936,611,Firms with no employees
20739,"Professional, scientific, and technical services",Total,020,70,Native Hawaiian and Other Pacific Islander,Total,,,S,S,250 to 499 employees,S,612,Firms with 1 to 4 employees
20740,"Professional, scientific, and technical services",Total,020,70,Native Hawaiian and Other Pacific Islander,Total,,,D,D,0 to 19 employees,D,620,Firms with 5 to 9 employees
20741,"Professional, scientific, and technical services",Total,029,70,Native Hawaiian and Other Pacific Islander,Total,,,S,S,0 to 19 employees,S,611,Firms with no employees
20742,"Professional, scientific, and technical services",Total,029,70,Native Hawaiian and Other Pacific Islander,Total,,,622,O,862,44242,612,Firms with 1 to 4 employees
20743,"Professional, scientific, and technical services",Total,029,70,Native Hawaiian and Other Pacific Islander,Total,,,S,S,500 to 999 employees,S,620,Firms with 5 to 9 employees
20744,"Professional, scientific, and technical services",Total,029,70,Native Hawaiian and Other Pacific Islander,Total,,,S,S,500 to 999 employees,S,630,Firms with 10 to 19 employees
20745,"Professional, scientific, and technical services",Total,029,70,Native Hawaiian and Other Pacific Islander,Total,,,51,O,1211,44114,641,Firms with 20 to 49 employees
20746,"Professional, scientific, and technical services",Total,029,70,Native Hawaiian and Other Pacific Islander,Total,,,11,O,618,45612,642,Firms with 50 to 99 employees
20747,"Professional, scientific, and technical services",Total,029,70,Native Hawaiian and Other Pacific Islander,Total,,,5,O,627,40460,651,Firms with 100 to 249 employees
20748,"Professional, scientific, and technical services",Total,029,70,Native Hawaiian and Other Pacific Islander,Total,,,D,D,500 to 999 employees,D,652,Firms with 250 to 499 employees
20749,"Professional, scientific, and technical services",Total,001,90,Minority,Total,,,21337,W,0,1296631,611,Firms with no employees
20750,"Professional, scientific, and technical services",Total,001,90,Minority,Total,,,76765,W,135123,7530832,612,Firms with 1 to 4 employees
20751,"Professional, scientific, and technical services",Total,001,90,Minority,Total,,,14028,W,92457,5640038,620,Firms with 5 to 9 employees
20752,"Professional, scientific, and technical services",Total,001,90,Minority,Total,,,7165,W,94358,6485842,630,Firms with 10 to 19 employees
20753,"Professional, scientific, and technical services",Total,001,90,Minority,Total,,,4324,W,128515,9672192,641,Firms with 20 to 49 employees
20754,"Professional, scientific, and technical services",Total,001,90,Minority,Total,,,1229,W,78213,6676498,642,Firms with 50 to 99 employees
20755,"Professional, scientific, and technical services",Total,001,90,Minority,Total,,,797,W,109306,9146276,651,Firms with 100 to 249 employees
20756,"Professional, scientific, and technical services",Total,001,90,Minority,Total,,,254,W,84795,6827096,652,Firms with 250 to 499 employees
20757,"Professional, scientific, and technical services",Total,001,90,Minority,Total,,,106,W,80823,6953406,657,Firms with 500 employees or more
20758,"Professional, scientific, and technical services",Female,001,90,Minority,Total,,,6220,U,0,261576,611,Firms with no employees
20759,"Professional, scientific, and technical services",Female,001,90,Minority,Total,,,24598,W,43034,2169315,612,Firms with 1 to 4 employees
20760,"Professional, scientific, and technical services",Female,001,90,Minority,Total,,,3787,U,25250,1370763,620,Firms with 5 to 9 employees
20761,"Professional, scientific, and technical services",Female,001,90,Minority,Total,,,2307,U,30415,1919005,630,Firms with 10 to 19 employees
20762,"Professional, scientific, and technical services",Female,001,90,Minority,Total,,,1102,W,32637,2505378,641,Firms with 20 to 49 employees
20763,"Professional, scientific, and technical services",Female,001,90,Minority,Total,,,349,U,21001,1947003,642,Firms with 50 to 99 employees
20764,"Professional, scientific, and technical services",Female,001,90,Minority,Total,,,200,U,23119,1765018,651,Firms with 100 to 249 employees
20765,"Professional, scientific, and technical services",Female,001,90,Minority,Total,,,S,S,"10,000 to 24,999 employees",S,652,Firms with 250 to 499 employees
20766,"Professional, scientific, and technical services",Female,001,90,Minority,Total,,,25,U,17443,1385547,657,Firms with 500 employees or more
20767,"Professional, scientific, and technical services",Male,001,90,Minority,Total,,,13295,U,0,957818,611,Firms with no employees
20768,"Professional, scientific, and technical services",Male,001,90,Minority,Total,,,46468,W,81958,4825611,612,Firms with 1 to 4 employees
20769,"Professional, scientific, and technical services",Male,001,90,Minority,Total,,,9199,W,60260,3939858,620,Firms with 5 to 9 employees
20770,"Professional, scientific, and technical services",Male,001,90,Minority,Total,,,4448,W,58977,4359709,630,Firms with 10 to 19 employees
20771,"Professional, scientific, and technical services",Male,001,90,Minority,Total,,,2982,W,89165,6686908,641,Firms with 20 to 49 employees
20772,"Professional, scientific, and technical services",Male,001,90,Minority,Total,,,842,W,54939,4495225,642,Firms with 50 to 99 employees
20773,"Professional, scientific, and technical services",Male,001,90,Minority,Total,,,587,W,84653,7263076,651,Firms with 100 to 249 employees
20774,"Professional, scientific, and technical services",Male,001,90,Minority,Total,,,179,W,58968,4944001,652,Firms with 250 to 499 employees
20775,"Professional, scientific, and technical services",Male,001,90,Minority,Total,,,79,W,62600,5544981,657,Firms with 500 employees or more
20776,"Professional, scientific, and technical services",Equally male/female,001,90,Minority,Total,,,S,S,0 to 19 employees,S,611,Firms with no employees
20777,"Professional, scientific, and technical services",Equally male/female,001,90,Minority,Total,,,5697,U,10130,535906,612,Firms with 1 to 4 employees
20778,"Professional, scientific, and technical services",Equally male/female,001,90,Minority,Total,,,1042,T,6947,329417,620,Firms with 5 to 9 employees
20779,"Professional, scientific, and technical services",Equally male/female,001,90,Minority,Total,,,410,T,4966,207128,630,Firms with 10 to 19 employees
20780,"Professional, scientific, and technical services",Equally male/female,001,90,Minority,Total,,,S,S,"5,000 to 9,999 employees",S,641,Firms with 20 to 49 employees
20781,"Professional, scientific, and technical services",Equally male/female,001,90,Minority,Total,,,S,S,"1,000 to 2,499 employees",S,642,Firms with 50 to 99 employees
20782,"Professional, scientific, and technical services",Equally male/female,001,90,Minority,Total,,,10,R,1534,118182,651,Firms with 100 to 249 employees
20783,"Professional, scientific, and technical services",Equally male/female,001,90,Minority,Total,,,S,S,"2,500 to 4,999 employees",S,652,Firms with 250 to 499 employees
20784,"Professional, scientific, and technical services",Equally male/female,001,90,Minority,Total,,,4,M,780,22877,657,Firms with 500 employees or more
20785,"Professional, scientific, and technical services",Total,001,91,Equally minority/nonminority,Total,,,2117,T,0,123302,611,Firms with no employees
20786,"Professional, scientific, and technical services",Total,001,91,Equally minority/nonminority,Total,,,6426,U,12101,689532,612,Firms with 1 to 4 employees
20787,"Professional, scientific, and technical services",Total,001,91,Equally minority/nonminority,Total,,,1819,U,11847,771750,620,Firms with 5 to 9 employees
20788,"Professional, scientific, and technical services",Total,001,91,Equally minority/nonminority,Total,,,697,U,8676,579780,630,Firms with 10 to 19 employees
20789,"Professional, scientific, and technical services",Total,001,91,Equally minority/nonminority,Total,,,473,U,12019,807758,641,Firms with 20 to 49 employees
20790,"Professional, scientific, and technical services",Total,001,91,Equally minority/nonminority,Total,,,65,T,4308,236939,642,Firms with 50 to 99 employees
20791,"Professional, scientific, and technical services",Total,001,91,Equally minority/nonminority,Total,,,S,S,"5,000 to 9,999 employees",S,651,Firms with 100 to 249 employees
20792,"Professional, scientific, and technical services",Total,001,91,Equally minority/nonminority,Total,,,S,S,500 to 999 employees,S,652,Firms with 250 to 499 employees
20793,"Professional, scientific, and technical services",Total,001,91,Equally minority/nonminority,Total,,,9,R,3066,182414,657,Firms with 500 employees or more
20794,"Professional, scientific, and technical services",Female,001,91,Equally minority/nonminority,Total,,,78,K,0,2924,611,Firms with no employees
20795,"Professional, scientific, and technical services",Female,001,91,Equally minority/nonminority,Total,,,322,O,661,47973,612,Firms with 1 to 4 employees
20796,"Professional, scientific, and technical services",Female,001,91,Equally minority/nonminority,Total,,,S,S,500 to 999 employees,S,620,Firms with 5 to 9 employees
20797,"Professional, scientific, and technical services",Female,001,91,Equally minority/nonminority,Total,,,S,S,250 to 499 employees,S,630,Firms with 10 to 19 employees
20798,"Professional, scientific, and technical services",Female,001,91,Equally minority/nonminority,Total,,,D,D,500 to 999 employees,D,641,Firms with 20 to 49 employees
20799,"Professional, scientific, and technical services",Male,001,91,Equally minority/nonminority,Total,,,453,R,0,32296,611,Firms with no employees
20800,"Professional, scientific, and technical services",Male,001,91,Equally minority/nonminority,Total,,,1515,T,2979,211228,612,Firms with 1 to 4 employees
20801,"Professional, scientific, and technical services",Male,001,91,Equally minority/nonminority,Total,,,602,T,3891,262587,620,Firms with 5 to 9 employees
20802,"Professional, scientific, and technical services",Male,001,91,Equally minority/nonminority,Total,,,S,S,"2,500 to 4,999 employees",S,630,Firms with 10 to 19 employees
20803,"Professional, scientific, and technical services",Male,001,91,Equally minority/nonminority,Total,,,215,U,5977,457997,641,Firms with 20 to 49 employees
20804,"Professional, scientific, and technical services",Male,001,91,Equally minority/nonminority,Total,,,23,R,1457,142489,642,Firms with 50 to 99 employees
20805,"Professional, scientific, and technical services",Male,001,91,Equally minority/nonminority,Total,,,28,T,2832,295662,651,Firms with 100 to 249 employees
20806,"Professional, scientific, and technical services",Male,001,91,Equally minority/nonminority,Total,,,S,S,500 to 999 employees,S,652,Firms with 250 to 499 employees
20807,"Professional, scientific, and technical services",Male,001,91,Equally minority/nonminority,Total,,,7,R,3001,178530,657,Firms with 500 employees or more
20808,"Professional, scientific, and technical services",Equally male/female,001,91,Equally minority/nonminority,Total,,,S,S,0 to 19 employees,S,611,Firms with no employees
20809,"Professional, scientific, and technical services",Equally male/female,001,91,Equally minority/nonminority,Total,,,4589,U,8462,430331,612,Firms with 1 to 4 employees
20810,"Professional, scientific, and technical services",Equally male/female,001,91,Equally minority/nonminority,Total,,,1117,U,7338,475441,620,Firms with 5 to 9 employees
20811,"Professional, scientific, and technical services",Equally male/female,001,91,Equally minority/nonminority,Total,,,440,T,5148,304357,630,Firms with 10 to 19 employees
20812,"Professional, scientific, and technical services",Equally male/female,001,91,Equally minority/nonminority,Total,,,221,T,5090,315738,641,Firms with 20 to 49 employees
20813,"Professional, scientific, and technical services",Equally male/female,001,91,Equally minority/nonminority,Total,,,S,S,"2,500 to 4,999 employees",S,642,Firms with 50 to 99 employees
20814,"Professional, scientific, and technical services",Equally male/female,001,91,Equally minority/nonminority,Total,,,S,S,"2,500 to 4,999 employees",S,651,Firms with 100 to 249 employees
20815,"Professional, scientific, and technical services",Equally male/female,001,91,Equally minority/nonminority,Total,,,D,D,20 to 99 employees,D,657,Firms with 500 employees or more
20816,"Professional, scientific, and technical services",Total,001,92,Nonminority,Total,,,110390,W,0,7542316,611,Firms with no employees
20817,"Professional, scientific, and technical services",Total,001,92,Nonminority,Total,,,386268,W,691112,38337017,612,Firms with 1 to 4 employees
20818,"Professional, scientific, and technical services",Total,001,92,Nonminority,Total,,,83570,W,545956,33577233,620,Firms with 5 to 9 employees
20819,"Professional, scientific, and technical services",Total,001,92,Nonminority,Total,,,47365,W,627140,43511596,630,Firms with 10 to 19 employees
20820,"Professional, scientific, and technical services",Total,001,92,Nonminority,Total,,,27123,W,797050,62167061,641,Firms with 20 to 49 employees
20821,"Professional, scientific, and technical services",Total,001,92,Nonminority,Total,,,6872,W,451116,41348827,642,Firms with 50 to 99 employees
20822,"Professional, scientific, and technical services",Total,001,92,Nonminority,Total,,,4311,W,561631,48449337,651,Firms with 100 to 249 employees
20823,"Professional, scientific, and technical services",Total,001,92,Nonminority,Total,,,1229,W,357491,31672506,652,Firms with 250 to 499 employees
20824,"Professional, scientific, and technical services",Total,001,92,Nonminority,Total,,,809,W,595068,45831225,657,Firms with 500 employees or more
20825,"Professional, scientific, and technical services",Female,001,92,Nonminority,Total,,,26888,W,0,1361826,611,Firms with no employees
20826,"Professional, scientific, and technical services",Female,001,92,Nonminority,Total,,,97608,W,169050,8097152,612,Firms with 1 to 4 employees
20827,"Professional, scientific, and technical services",Female,001,92,Nonminority,Total,,,18811,W,122519,6388749,620,Firms with 5 to 9 employees
20828,"Professional, scientific, and technical services",Female,001,92,Nonminority,Total,,,9924,W,128622,7402128,630,Firms with 10 to 19 employees
20829,"Professional, scientific, and technical services",Female,001,92,Nonminority,Total,,,4398,W,125726,8521652,641,Firms with 20 to 49 employees
20830,"Professional, scientific, and technical services",Female,001,92,Nonminority,Total,,,1138,W,73183,5304879,642,Firms with 50 to 99 employees
20831,"Professional, scientific, and technical services",Female,001,92,Nonminority,Total,,,621,W,83279,7339329,651,Firms with 100 to 249 employees
20832,"Professional, scientific, and technical services",Female,001,92,Nonminority,Total,,,119,W,36765,2259013,652,Firms with 250 to 499 employees
20833,"Professional, scientific, and technical services",Female,001,92,Nonminority,Total,,,82,W,61543,3467540,657,Firms with 500 employees or more
20834,"Professional, scientific, and technical services",Male,001,92,Nonminority,Total,,,70718,W,0,5547337,611,Firms with no employees
20835,"Professional, scientific, and technical services",Male,001,92,Nonminority,Total,,,250804,W,450733,26723461,612,Firms with 1 to 4 employees
20836,"Professional, scientific, and technical services",Male,001,92,Nonminority,Total,,,56697,W,370501,24247812,620,Firms with 5 to 9 employees
20837,"Professional, scientific, and technical services",Male,001,92,Nonminority,Total,,,33063,W,440231,32851912,630,Firms with 10 to 19 employees
20838,"Professional, scientific, and technical services",Male,001,92,Nonminority,Total,,,20537,W,604903,49660631,641,Firms with 20 to 49 employees
20839,"Professional, scientific, and technical services",Male,001,92,Nonminority,Total,,,5137,W,336787,32503569,642,Firms with 50 to 99 employees
20840,"Professional, scientific, and technical services",Male,001,92,Nonminority,Total,,,3444,W,449144,38901452,651,Firms with 100 to 249 employees
20841,"Professional, scientific, and technical services",Male,001,92,Nonminority,Total,,,1042,W,300124,27561155,652,Firms with 250 to 499 employees
20842,"Professional, scientific, and technical services",Male,001,92,Nonminority,Total,,,694,W,512226,40577950,657,Firms with 500 employees or more
20843,"Professional, scientific, and technical services",Equally male/female,001,92,Nonminority,Total,,,12786,U,0,633153,611,Firms with no employees
20844,"Professional, scientific, and technical services",Equally male/female,001,92,Nonminority,Total,,,37858,W,71329,3516405,612,Firms with 1 to 4 employees
20845,"Professional, scientific, and technical services",Equally male/female,001,92,Nonminority,Total,,,8062,W,52936,2940671,620,Firms with 5 to 9 employees
20846,"Professional, scientific, and technical services",Equally male/female,001,92,Nonminority,Total,,,4379,W,58287,3257556,630,Firms with 10 to 19 employees
20847,"Professional, scientific, and technical services",Equally male/female,001,92,Nonminority,Total,,,2191,W,66420,3984778,641,Firms with 20 to 49 employees
20848,"Professional, scientific, and technical services",Equally male/female,001,92,Nonminority,Total,,,597,W,41146,3540379,642,Firms with 50 to 99 employees
