,Unnamed: 0,GEO_ID,NAME,NAICS2017,NAICS2017_LABEL,SEX,SEX_LABEL,ETH_GROUP,ETH_GROUP_LABEL,RACE_GROUP,RACE_GROUP_LABEL,VET_GROUP,VET_GROUP_LABEL,EMPSZFI,EMPSZFI_LABEL,YEAR,FIRMPDEMP,RCPPDEMP,EMP,PAYANN,Unnamed: 33
13061,13061,0100000US,United States,71,"Arts, entertainment, and recreation",003,Male,001,Total,00,Total,003,Equally veteran/nonveteran,611,Firms with no employees,2019,140,L,0,4873,
13062,13062,0100000US,United States,71,"Arts, entertainment, and recreation",003,Male,001,Total,00,Total,003,Equally veteran/nonveteran,612,Firms with 1 to 4 employees,2019,S,S,500 to 999 employees,S,
13063,13063,0100000US,United States,71,"Arts, entertainment, and recreation",003,Male,001,Total,00,Total,003,Equally veteran/nonveteran,620,Firms with 5 to 9 employees,2019,S,S,500 to 999 employees,S,
13064,13064,0100000US,United States,71,"Arts, entertainment, and recreation",003,Male,001,Total,00,Total,003,Equally veteran/nonveteran,630,Firms with 10 to 19 employees,2019,D,D,20 to 99 employees,D,
13065,13065,0100000US,United States,71,"Arts, entertainment, and recreation",003,Male,001,Total,00,Total,003,Equally veteran/nonveteran,641,Firms with 20 to 49 employees,2019,S,S,"2,500 to 4,999 employees",S,
13066,13066,0100000US,United States,71,"Arts, entertainment, and recreation",003,Male,001,Total,00,Total,003,Equally veteran/nonveteran,642,Firms with 50 to 99 employees,2019,D,D,"2,500 to 4,999 employees",D,
13067,13067,0100000US,United States,71,"Arts, entertainment, and recreation",003,Male,001,Total,00,Total,003,Equally veteran/nonveteran,657,Firms with 500 employees or more,2019,4,K,102,3798,
13068,13068,0100000US,United States,71,"Arts, entertainment, and recreation",004,Equally male/female,001,Total,00,Total,003,Equally veteran/nonveteran,611,Firms with no employees,2019,643,R,0,37370,
13069,13069,0100000US,United States,71,"Arts, entertainment, and recreation",004,Equally male/female,001,Total,00,Total,003,Equally veteran/nonveteran,612,Firms with 1 to 4 employees,2019,905,R,1813,93288,
13070,13070,0100000US,United States,71,"Arts, entertainment, and recreation",004,Equally male/female,001,Total,00,Total,003,Equally veteran/nonveteran,620,Firms with 5 to 9 employees,2019,S,S,"1,000 to 2,499 employees",S,
13071,13071,0100000US,United States,71,"Arts, entertainment, and recreation",004,Equally male/female,001,Total,00,Total,003,Equally veteran/nonveteran,630,Firms with 10 to 19 employees,2019,S,S,"2,500 to 4,999 employees",S,
13072,13072,0100000US,United States,71,"Arts, entertainment, and recreation",004,Equally male/female,001,Total,00,Total,003,Equally veteran/nonveteran,641,Firms with 20 to 49 employees,2019,150,R,3785,75723,
13073,13073,0100000US,United States,71,"Arts, entertainment, and recreation",004,Equally male/female,001,Total,00,Total,003,Equally veteran/nonveteran,642,Firms with 50 to 99 employees,2019,S,S,"2,500 to 4,999 employees",S,
13074,13074,0100000US,United States,71,"Arts, entertainment, and recreation",004,Equally male/female,001,Total,00,Total,003,Equally veteran/nonveteran,651,Firms with 100 to 249 employees,2019,D,D,100 to 249 employees,D,
13075,13075,0100000US,United States,71,"Arts, entertainment, and recreation",004,Equally male/female,001,Total,00,Total,003,Equally veteran/nonveteran,652,Firms with 250 to 499 employees,2019,D,D,500 to 999 employees,D,
13076,13076,0100000US,United States,71,"Arts, entertainment, and recreation",001,Total,020,Hispanic,00,Total,003,Equally veteran/nonveteran,611,Firms with no employees,2019,5,I,0,293,
13077,13077,0100000US,United States,71,"Arts, entertainment, and recreation",001,Total,020,Hispanic,00,Total,003,Equally veteran/nonveteran,612,Firms with 1 to 4 employees,2019,34,I,45,561,
13078,13078,0100000US,United States,71,"Arts, entertainment, and recreation",001,Total,020,Hispanic,00,Total,003,Equally veteran/nonveteran,630,Firms with 10 to 19 employees,2019,D,D,250 to 499 employees,D,
13079,13079,0100000US,United States,71,"Arts, entertainment, and recreation",001,Total,020,Hispanic,00,Total,003,Equally veteran/nonveteran,651,Firms with 100 to 249 employees,2019,D,D,100 to 249 employees,D,
13080,13080,0100000US,United States,71,"Arts, entertainment, and recreation",001,Total,028,Equally Hispanic/non-Hispanic,00,Total,003,Equally veteran/nonveteran,611,Firms with no employees,2019,7,B,0,211,
13081,13081,0100000US,United States,71,"Arts, entertainment, and recreation",001,Total,028,Equally Hispanic/non-Hispanic,00,Total,003,Equally veteran/nonveteran,612,Firms with 1 to 4 employees,2019,S,S,20 to 99 employees,S,
13082,13082,0100000US,United States,71,"Arts, entertainment, and recreation",001,Total,028,Equally Hispanic/non-Hispanic,00,Total,003,Equally veteran/nonveteran,641,Firms with 20 to 49 employees,2019,D,D,"1,000 to 2,499 employees",D,
13083,13083,0100000US,United States,71,"Arts, entertainment, and recreation",001,Total,029,Non-Hispanic,00,Total,003,Equally veteran/nonveteran,611,Firms with no employees,2019,772,R,0,41739,
13084,13084,0100000US,United States,71,"Arts, entertainment, and recreation",001,Total,029,Non-Hispanic,00,Total,003,Equally veteran/nonveteran,612,Firms with 1 to 4 employees,2019,1218,R,2625,123356,
13085,13085,0100000US,United States,71,"Arts, entertainment, and recreation",001,Total,029,Non-Hispanic,00,Total,003,Equally veteran/nonveteran,620,Firms with 5 to 9 employees,2019,S,S,"2,500 to 4,999 employees",S,
13086,13086,0100000US,United States,71,"Arts, entertainment, and recreation",001,Total,029,Non-Hispanic,00,Total,003,Equally veteran/nonveteran,630,Firms with 10 to 19 employees,2019,S,S,"1,000 to 2,499 employees",S,
13087,13087,0100000US,United States,71,"Arts, entertainment, and recreation",001,Total,029,Non-Hispanic,00,Total,003,Equally veteran/nonveteran,641,Firms with 20 to 49 employees,2019,216,R,5619,95073,
13088,13088,0100000US,United States,71,"Arts, entertainment, and recreation",001,Total,029,Non-Hispanic,00,Total,003,Equally veteran/nonveteran,642,Firms with 50 to 99 employees,2019,S,S,"5,000 to 9,999 employees",S,
13089,13089,0100000US,United States,71,"Arts, entertainment, and recreation",001,Total,029,Non-Hispanic,00,Total,003,Equally veteran/nonveteran,652,Firms with 250 to 499 employees,2019,D,D,500 to 999 employees,D,
13090,13090,0100000US,United States,71,"Arts, entertainment, and recreation",001,Total,029,Non-Hispanic,00,Total,003,Equally veteran/nonveteran,657,Firms with 500 employees or more,2019,4,K,102,3798,
13091,13091,0100000US,United States,71,"Arts, entertainment, and recreation",001,Total,001,Total,30,White,003,Equally veteran/nonveteran,611,Firms with no employees,2019,770,R,0,41653,
13092,13092,0100000US,United States,71,"Arts, entertainment, and recreation",001,Total,001,Total,30,White,003,Equally veteran/nonveteran,612,Firms with 1 to 4 employees,2019,1222,R,2634,123548,
13093,13093,0100000US,United States,71,"Arts, entertainment, and recreation",001,Total,001,Total,30,White,003,Equally veteran/nonveteran,620,Firms with 5 to 9 employees,2019,S,S,"2,500 to 4,999 employees",S,
13094,13094,0100000US,United States,71,"Arts, entertainment, and recreation",001,Total,001,Total,30,White,003,Equally veteran/nonveteran,630,Firms with 10 to 19 employees,2019,S,S,"1,000 to 2,499 employees",S,
13095,13095,0100000US,United States,71,"Arts, entertainment, and recreation",001,Total,001,Total,30,White,003,Equally veteran/nonveteran,641,Firms with 20 to 49 employees,2019,S,S,"5,000 to 9,999 employees",S,
13096,13096,0100000US,United States,71,"Arts, entertainment, and recreation",001,Total,001,Total,30,White,003,Equally veteran/nonveteran,642,Firms with 50 to 99 employees,2019,S,S,"5,000 to 9,999 employees",S,
13097,13097,0100000US,United States,71,"Arts, entertainment, and recreation",001,Total,001,Total,30,White,003,Equally veteran/nonveteran,652,Firms with 250 to 499 employees,2019,D,D,500 to 999 employees,D,
13098,13098,0100000US,United States,71,"Arts, entertainment, and recreation",001,Total,001,Total,30,White,003,Equally veteran/nonveteran,657,Firms with 500 employees or more,2019,4,K,102,3798,
13099,13099,0100000US,United States,71,"Arts, entertainment, and recreation",001,Total,001,Total,60,Asian,003,Equally veteran/nonveteran,611,Firms with no employees,2019,9,B,0,325,
13100,13100,0100000US,United States,71,"Arts, entertainment, and recreation",001,Total,001,Total,60,Asian,003,Equally veteran/nonveteran,612,Firms with 1 to 4 employees,2019,D,D,0 to 19 employees,D,
13101,13101,0100000US,United States,71,"Arts, entertainment, and recreation",001,Total,001,Total,60,Asian,003,Equally veteran/nonveteran,630,Firms with 10 to 19 employees,2019,D,D,250 to 499 employees,D,
13102,13102,0100000US,United States,71,"Arts, entertainment, and recreation",001,Total,001,Total,60,Asian,003,Equally veteran/nonveteran,641,Firms with 20 to 49 employees,2019,D,D,20 to 99 employees,D,
13103,13103,0100000US,United States,71,"Arts, entertainment, and recreation",001,Total,001,Total,90,Minority,003,Equally veteran/nonveteran,611,Firms with no employees,2019,15,I,0,619,
13104,13104,0100000US,United States,71,"Arts, entertainment, and recreation",001,Total,001,Total,90,Minority,003,Equally veteran/nonveteran,612,Firms with 1 to 4 employees,2019,S,S,20 to 99 employees,S,
13105,13105,0100000US,United States,71,"Arts, entertainment, and recreation",001,Total,001,Total,90,Minority,003,Equally veteran/nonveteran,630,Firms with 10 to 19 employees,2019,D,D,500 to 999 employees,D,
13106,13106,0100000US,United States,71,"Arts, entertainment, and recreation",001,Total,001,Total,90,Minority,003,Equally veteran/nonveteran,641,Firms with 20 to 49 employees,2019,D,D,20 to 99 employees,D,
13107,13107,0100000US,United States,71,"Arts, entertainment, and recreation",001,Total,001,Total,90,Minority,003,Equally veteran/nonveteran,651,Firms with 100 to 249 employees,2019,D,D,100 to 249 employees,D,
13108,13108,0100000US,United States,71,"Arts, entertainment, and recreation",001,Total,001,Total,91,Equally minority/nonminority,003,Equally veteran/nonveteran,611,Firms with no employees,2019,9,B,0,216,
13109,13109,0100000US,United States,71,"Arts, entertainment, and recreation",001,Total,001,Total,91,Equally minority/nonminority,003,Equally veteran/nonveteran,612,Firms with 1 to 4 employees,2019,D,D,0 to 19 employees,D,
13110,13110,0100000US,United States,71,"Arts, entertainment, and recreation",001,Total,001,Total,91,Equally minority/nonminority,003,Equally veteran/nonveteran,641,Firms with 20 to 49 employees,2019,D,D,"1,000 to 2,499 employees",D,
13111,13111,0100000US,United States,71,"Arts, entertainment, and recreation",001,Total,001,Total,92,Nonminority,003,Equally veteran/nonveteran,611,Firms with no employees,2019,760,R,0,41409,
13112,13112,0100000US,United States,71,"Arts, entertainment, and recreation",001,Total,001,Total,92,Nonminority,003,Equally veteran/nonveteran,612,Firms with 1 to 4 employees,2019,1217,R,2623,123347,
13113,13113,0100000US,United States,71,"Arts, entertainment, and recreation",001,Total,001,Total,92,Nonminority,003,Equally veteran/nonveteran,620,Firms with 5 to 9 employees,2019,S,S,"2,500 to 4,999 employees",S,
13114,13114,0100000US,United States,71,"Arts, entertainment, and recreation",001,Total,001,Total,92,Nonminority,003,Equally veteran/nonveteran,630,Firms with 10 to 19 employees,2019,S,S,"1,000 to 2,499 employees",S,
13115,13115,0100000US,United States,71,"Arts, entertainment, and recreation",001,Total,001,Total,92,Nonminority,003,Equally veteran/nonveteran,641,Firms with 20 to 49 employees,2019,212,R,5516,84296,
13116,13116,0100000US,United States,71,"Arts, entertainment, and recreation",001,Total,001,Total,92,Nonminority,003,Equally veteran/nonveteran,642,Firms with 50 to 99 employees,2019,S,S,"5,000 to 9,999 employees",S,
13117,13117,0100000US,United States,71,"Arts, entertainment, and recreation",001,Total,001,Total,92,Nonminority,003,Equally veteran/nonveteran,652,Firms with 250 to 499 employees,2019,D,D,500 to 999 employees,D,
13118,13118,0100000US,United States,71,"Arts, entertainment, and recreation",001,Total,001,Total,92,Nonminority,003,Equally veteran/nonveteran,657,Firms with 500 employees or more,2019,4,K,102,3798,
13119,13119,0100000US,United States,71,"Arts, entertainment, and recreation",001,Total,001,Total,00,Total,004,Nonveteran,611,Firms with no employees,2019,26130,W,0,3167720,
13120,13120,0100000US,United States,71,"Arts, entertainment, and recreation",001,Total,001,Total,00,Total,004,Nonveteran,612,Firms with 1 to 4 employees,2019,43803,W,79058,6599466,
13121,13121,0100000US,United States,71,"Arts, entertainment, and recreation",001,Total,001,Total,00,Total,004,Nonveteran,620,Firms with 5 to 9 employees,2019,13130,W,89040,2343507,
13122,13122,0100000US,United States,71,"Arts, entertainment, and recreation",001,Total,001,Total,00,Total,004,Nonveteran,630,Firms with 10 to 19 employees,2019,10022,W,136869,3230734,
13123,13123,0100000US,United States,71,"Arts, entertainment, and recreation",001,Total,001,Total,00,Total,004,Nonveteran,641,Firms with 20 to 49 employees,2019,6709,W,196779,4783446,
13124,13124,0100000US,United States,71,"Arts, entertainment, and recreation",001,Total,001,Total,00,Total,004,Nonveteran,642,Firms with 50 to 99 employees,2019,2016,W,134579,2513814,
13125,13125,0100000US,United States,71,"Arts, entertainment, and recreation",001,Total,001,Total,00,Total,004,Nonveteran,651,Firms with 100 to 249 employees,2019,S,S,"100,000 employees or more",S,
13126,13126,0100000US,United States,71,"Arts, entertainment, and recreation",001,Total,001,Total,00,Total,004,Nonveteran,652,Firms with 250 to 499 employees,2019,S,S,"50,000 to 99,999 employees",S,
13127,13127,0100000US,United States,71,"Arts, entertainment, and recreation",001,Total,001,Total,00,Total,004,Nonveteran,657,Firms with 500 employees or more,2019,209,W,176987,9281422,
13128,13128,0100000US,United States,71,"Arts, entertainment, and recreation",002,Female,001,Total,00,Total,004,Nonveteran,611,Firms with no employees,2019,6299,U,0,652431,
13129,13129,0100000US,United States,71,"Arts, entertainment, and recreation",002,Female,001,Total,00,Total,004,Nonveteran,612,Firms with 1 to 4 employees,2019,9637,W,16995,1373574,
13130,13130,0100000US,United States,71,"Arts, entertainment, and recreation",002,Female,001,Total,00,Total,004,Nonveteran,620,Firms with 5 to 9 employees,2019,2839,U,19691,415849,
13131,13131,0100000US,United States,71,"Arts, entertainment, and recreation",002,Female,001,Total,00,Total,004,Nonveteran,630,Firms with 10 to 19 employees,2019,2797,U,38001,912026,
13132,13132,0100000US,United States,71,"Arts, entertainment, and recreation",002,Female,001,Total,00,Total,004,Nonveteran,641,Firms with 20 to 49 employees,2019,1241,U,36281,429096,
13133,13133,0100000US,United States,71,"Arts, entertainment, and recreation",002,Female,001,Total,00,Total,004,Nonveteran,642,Firms with 50 to 99 employees,2019,S,S,"10,000 to 24,999 employees",S,
13134,13134,0100000US,United States,71,"Arts, entertainment, and recreation",002,Female,001,Total,00,Total,004,Nonveteran,651,Firms with 100 to 249 employees,2019,S,S,"10,000 to 24,999 employees",S,
13135,13135,0100000US,United States,71,"Arts, entertainment, and recreation",002,Female,001,Total,00,Total,004,Nonveteran,652,Firms with 250 to 499 employees,2019,8,T,1797,564858,
13136,13136,0100000US,United States,71,"Arts, entertainment, and recreation",002,Female,001,Total,00,Total,004,Nonveteran,657,Firms with 500 employees or more,2019,25,U,19519,763777,
13137,13137,0100000US,United States,71,"Arts, entertainment, and recreation",003,Male,001,Total,00,Total,004,Nonveteran,611,Firms with no employees,2019,16364,W,0,2194720,
13138,13138,0100000US,United States,71,"Arts, entertainment, and recreation",003,Male,001,Total,00,Total,004,Nonveteran,612,Firms with 1 to 4 employees,2019,26992,W,47747,4603107,
13139,13139,0100000US,United States,71,"Arts, entertainment, and recreation",003,Male,001,Total,00,Total,004,Nonveteran,620,Firms with 5 to 9 employees,2019,7428,W,49791,1469950,
13140,13140,0100000US,United States,71,"Arts, entertainment, and recreation",003,Male,001,Total,00,Total,004,Nonveteran,630,Firms with 10 to 19 employees,2019,5756,W,78488,1935573,
13141,13141,0100000US,United States,71,"Arts, entertainment, and recreation",003,Male,001,Total,00,Total,004,Nonveteran,641,Firms with 20 to 49 employees,2019,4224,W,121139,3696016,
13142,13142,0100000US,United States,71,"Arts, entertainment, and recreation",003,Male,001,Total,00,Total,004,Nonveteran,642,Firms with 50 to 99 employees,2019,1342,U,88387,1692549,
13143,13143,0100000US,United States,71,"Arts, entertainment, and recreation",003,Male,001,Total,00,Total,004,Nonveteran,651,Firms with 100 to 249 employees,2019,S,S,"100,000 employees or more",S,
13144,13144,0100000US,United States,71,"Arts, entertainment, and recreation",003,Male,001,Total,00,Total,004,Nonveteran,652,Firms with 250 to 499 employees,2019,S,S,"25,000 to 49,999 employees",S,
13145,13145,0100000US,United States,71,"Arts, entertainment, and recreation",003,Male,001,Total,00,Total,004,Nonveteran,657,Firms with 500 employees or more,2019,178,W,154814,8233357,
13146,13146,0100000US,United States,71,"Arts, entertainment, and recreation",004,Equally male/female,001,Total,00,Total,004,Nonveteran,611,Firms with no employees,2019,3467,U,0,320569,
13147,13147,0100000US,United States,71,"Arts, entertainment, and recreation",004,Equally male/female,001,Total,00,Total,004,Nonveteran,612,Firms with 1 to 4 employees,2019,7176,U,14316,622785,
13148,13148,0100000US,United States,71,"Arts, entertainment, and recreation",004,Equally male/female,001,Total,00,Total,004,Nonveteran,620,Firms with 5 to 9 employees,2019,2865,U,19557,457709,
13149,13149,0100000US,United States,71,"Arts, entertainment, and recreation",004,Equally male/female,001,Total,00,Total,004,Nonveteran,630,Firms with 10 to 19 employees,2019,1469,U,20381,383135,
13150,13150,0100000US,United States,71,"Arts, entertainment, and recreation",004,Equally male/female,001,Total,00,Total,004,Nonveteran,641,Firms with 20 to 49 employees,2019,1245,U,39359,658335,
13151,13151,0100000US,United States,71,"Arts, entertainment, and recreation",004,Equally male/female,001,Total,00,Total,004,Nonveteran,642,Firms with 50 to 99 employees,2019,S,S,"10,000 to 24,999 employees",S,
13152,13152,0100000US,United States,71,"Arts, entertainment, and recreation",004,Equally male/female,001,Total,00,Total,004,Nonveteran,651,Firms with 100 to 249 employees,2019,S,S,"10,000 to 24,999 employees",S,
13153,13153,0100000US,United States,71,"Arts, entertainment, and recreation",004,Equally male/female,001,Total,00,Total,004,Nonveteran,652,Firms with 250 to 499 employees,2019,34,U,13155,657515,
13154,13154,0100000US,United States,71,"Arts, entertainment, and recreation",004,Equally male/female,001,Total,00,Total,004,Nonveteran,657,Firms with 500 employees or more,2019,6,T,2655,284289,
13155,13155,0100000US,United States,71,"Arts, entertainment, and recreation",001,Total,020,Hispanic,00,Total,004,Nonveteran,611,Firms with no employees,2019,1112,T,0,159738,
13156,13156,0100000US,United States,71,"Arts, entertainment, and recreation",001,Total,020,Hispanic,00,Total,004,Nonveteran,612,Firms with 1 to 4 employees,2019,1776,T,3290,102068,
13157,13157,0100000US,United States,71,"Arts, entertainment, and recreation",001,Total,020,Hispanic,00,Total,004,Nonveteran,620,Firms with 5 to 9 employees,2019,S,S,"2,500 to 4,999 employees",S,
13158,13158,0100000US,United States,71,"Arts, entertainment, and recreation",001,Total,020,Hispanic,00,Total,004,Nonveteran,630,Firms with 10 to 19 employees,2019,S,S,"2,500 to 4,999 employees",S,
13159,13159,0100000US,United States,71,"Arts, entertainment, and recreation",001,Total,020,Hispanic,00,Total,004,Nonveteran,641,Firms with 20 to 49 employees,2019,S,S,"2,500 to 4,999 employees",S,
13160,13160,0100000US,United States,71,"Arts, entertainment, and recreation",001,Total,020,Hispanic,00,Total,004,Nonveteran,642,Firms with 50 to 99 employees,2019,S,S,"1,000 to 2,499 employees",S,
13161,13161,0100000US,United States,71,"Arts, entertainment, and recreation",001,Total,020,Hispanic,00,Total,004,Nonveteran,651,Firms with 100 to 249 employees,2019,D,D,250 to 499 employees,D,
13162,13162,0100000US,United States,71,"Arts, entertainment, and recreation",001,Total,020,Hispanic,00,Total,004,Nonveteran,657,Firms with 500 employees or more,2019,3,R,4718,98549,
13163,13163,0100000US,United States,71,"Arts, entertainment, and recreation",001,Total,028,Equally Hispanic/non-Hispanic,00,Total,004,Nonveteran,611,Firms with no employees,2019,S,S,0 to 19 employees,S,
13164,13164,0100000US,United States,71,"Arts, entertainment, and recreation",001,Total,028,Equally Hispanic/non-Hispanic,00,Total,004,Nonveteran,612,Firms with 1 to 4 employees,2019,S,S,"1,000 to 2,499 employees",S,
13165,13165,0100000US,United States,71,"Arts, entertainment, and recreation",001,Total,028,Equally Hispanic/non-Hispanic,00,Total,004,Nonveteran,620,Firms with 5 to 9 employees,2019,S,S,"1,000 to 2,499 employees",S,
13166,13166,0100000US,United States,71,"Arts, entertainment, and recreation",001,Total,028,Equally Hispanic/non-Hispanic,00,Total,004,Nonveteran,630,Firms with 10 to 19 employees,2019,S,S,"2,500 to 4,999 employees",S,
13167,13167,0100000US,United States,71,"Arts, entertainment, and recreation",001,Total,028,Equally Hispanic/non-Hispanic,00,Total,004,Nonveteran,641,Firms with 20 to 49 employees,2019,S,S,"2,500 to 4,999 employees",S,
13168,13168,0100000US,United States,71,"Arts, entertainment, and recreation",001,Total,028,Equally Hispanic/non-Hispanic,00,Total,004,Nonveteran,651,Firms with 100 to 249 employees,2019,D,D,"2,500 to 4,999 employees",D,
13169,13169,0100000US,United States,71,"Arts, entertainment, and recreation",001,Total,029,Non-Hispanic,00,Total,004,Nonveteran,611,Firms with no employees,2019,24596,W,0,2970220,
13170,13170,0100000US,United States,71,"Arts, entertainment, and recreation",001,Total,029,Non-Hispanic,00,Total,004,Nonveteran,612,Firms with 1 to 4 employees,2019,41526,W,74755,6472628,
13171,13171,0100000US,United States,71,"Arts, entertainment, and recreation",001,Total,029,Non-Hispanic,00,Total,004,Nonveteran,620,Firms with 5 to 9 employees,2019,12409,W,84598,2223279,
13172,13172,0100000US,United States,71,"Arts, entertainment, and recreation",001,Total,029,Non-Hispanic,00,Total,004,Nonveteran,630,Firms with 10 to 19 employees,2019,9566,W,130085,3108390,
13173,13173,0100000US,United States,71,"Arts, entertainment, and recreation",001,Total,029,Non-Hispanic,00,Total,004,Nonveteran,641,Firms with 20 to 49 employees,2019,6517,W,190253,4661617,
13174,13174,0100000US,United States,71,"Arts, entertainment, and recreation",001,Total,029,Non-Hispanic,00,Total,004,Nonveteran,642,Firms with 50 to 99 employees,2019,1984,W,132866,2473665,
13175,13175,0100000US,United States,71,"Arts, entertainment, and recreation",001,Total,029,Non-Hispanic,00,Total,004,Nonveteran,651,Firms with 100 to 249 employees,2019,S,S,"100,000 employees or more",S,
13176,13176,0100000US,United States,71,"Arts, entertainment, and recreation",001,Total,029,Non-Hispanic,00,Total,004,Nonveteran,652,Firms with 250 to 499 employees,2019,S,S,"50,000 to 99,999 employees",S,
13177,13177,0100000US,United States,71,"Arts, entertainment, and recreation",001,Total,029,Non-Hispanic,00,Total,004,Nonveteran,657,Firms with 500 employees or more,2019,205,W,172269,9182873,
13178,13178,0100000US,United States,71,"Arts, entertainment, and recreation",001,Total,001,Total,30,White,004,Nonveteran,611,Firms with no employees,2019,24109,W,0,2910714,
13179,13179,0100000US,United States,71,"Arts, entertainment, and recreation",001,Total,001,Total,30,White,004,Nonveteran,612,Firms with 1 to 4 employees,2019,39927,W,71973,5763970,
13180,13180,0100000US,United States,71,"Arts, entertainment, and recreation",001,Total,001,Total,30,White,004,Nonveteran,620,Firms with 5 to 9 employees,2019,12358,W,83899,2114206,
13181,13181,0100000US,United States,71,"Arts, entertainment, and recreation",001,Total,001,Total,30,White,004,Nonveteran,630,Firms with 10 to 19 employees,2019,9374,W,127561,2874646,
13182,13182,0100000US,United States,71,"Arts, entertainment, and recreation",001,Total,001,Total,30,White,004,Nonveteran,641,Firms with 20 to 49 employees,2019,6270,W,184055,4532550,
13183,13183,0100000US,United States,71,"Arts, entertainment, and recreation",001,Total,001,Total,30,White,004,Nonveteran,642,Firms with 50 to 99 employees,2019,1981,W,132011,2498754,
13184,13184,0100000US,United States,71,"Arts, entertainment, and recreation",001,Total,001,Total,30,White,004,Nonveteran,651,Firms with 100 to 249 employees,2019,S,S,"100,000 employees or more",S,
13185,13185,0100000US,United States,71,"Arts, entertainment, and recreation",001,Total,001,Total,30,White,004,Nonveteran,652,Firms with 250 to 499 employees,2019,S,S,"50,000 to 99,999 employees",S,
13186,13186,0100000US,United States,71,"Arts, entertainment, and recreation",001,Total,001,Total,30,White,004,Nonveteran,657,Firms with 500 employees or more,2019,202,W,173855,9088777,
13187,13187,0100000US,United States,71,"Arts, entertainment, and recreation",001,Total,001,Total,40,Black or African American,004,Nonveteran,611,Firms with no employees,2019,S,S,0 to 19 employees,S,
13188,13188,0100000US,United States,71,"Arts, entertainment, and recreation",001,Total,001,Total,40,Black or African American,004,Nonveteran,612,Firms with 1 to 4 employees,2019,1892,U,2822,639161,
13189,13189,0100000US,United States,71,"Arts, entertainment, and recreation",001,Total,001,Total,40,Black or African American,004,Nonveteran,620,Firms with 5 to 9 employees,2019,210,R,1338,67729,
13190,13190,0100000US,United States,71,"Arts, entertainment, and recreation",001,Total,001,Total,40,Black or African American,004,Nonveteran,630,Firms with 10 to 19 employees,2019,S,S,"2,500 to 4,999 employees",S,
13191,13191,0100000US,United States,71,"Arts, entertainment, and recreation",001,Total,001,Total,40,Black or African American,004,Nonveteran,641,Firms with 20 to 49 employees,2019,S,S,"2,500 to 4,999 employees",S,
13192,13192,0100000US,United States,71,"Arts, entertainment, and recreation",001,Total,001,Total,40,Black or African American,004,Nonveteran,642,Firms with 50 to 99 employees,2019,D,D,"1,000 to 2,499 employees",D,
13193,13193,0100000US,United States,71,"Arts, entertainment, and recreation",001,Total,001,Total,40,Black or African American,004,Nonveteran,657,Firms with 500 employees or more,2019,4,R,950,157742,
13194,13194,0100000US,United States,71,"Arts, entertainment, and recreation",001,Total,001,Total,50,American Indian and Alaska Native,004,Nonveteran,611,Firms with no employees,2019,84,K,0,2681,
13195,13195,0100000US,United States,71,"Arts, entertainment, and recreation",001,Total,001,Total,50,American Indian and Alaska Native,004,Nonveteran,612,Firms with 1 to 4 employees,2019,S,S,100 to 249 employees,S,
13196,13196,0100000US,United States,71,"Arts, entertainment, and recreation",001,Total,001,Total,50,American Indian and Alaska Native,004,Nonveteran,620,Firms with 5 to 9 employees,2019,4,I,21,268,
13197,13197,0100000US,United States,71,"Arts, entertainment, and recreation",001,Total,001,Total,50,American Indian and Alaska Native,004,Nonveteran,630,Firms with 10 to 19 employees,2019,S,S,250 to 499 employees,S,
13198,13198,0100000US,United States,71,"Arts, entertainment, and recreation",001,Total,001,Total,50,American Indian and Alaska Native,004,Nonveteran,641,Firms with 20 to 49 employees,2019,D,D,500 to 999 employees,D,
13199,13199,0100000US,United States,71,"Arts, entertainment, and recreation",001,Total,001,Total,50,American Indian and Alaska Native,004,Nonveteran,651,Firms with 100 to 249 employees,2019,D,D,100 to 249 employees,D,
13200,13200,0100000US,United States,71,"Arts, entertainment, and recreation",001,Total,001,Total,50,American Indian and Alaska Native,004,Nonveteran,657,Firms with 500 employees or more,2019,D,D,250 to 499 employees,D,
13201,13201,0100000US,United States,71,"Arts, entertainment, and recreation",001,Total,001,Total,60,Asian,004,Nonveteran,611,Firms with no employees,2019,855,R,0,99740,
13202,13202,0100000US,United States,71,"Arts, entertainment, and recreation",001,Total,001,Total,60,Asian,004,Nonveteran,612,Firms with 1 to 4 employees,2019,1597,T,3390,176148,
13203,13203,0100000US,United States,71,"Arts, entertainment, and recreation",001,Total,001,Total,60,Asian,004,Nonveteran,620,Firms with 5 to 9 employees,2019,513,R,3333,79834,
13204,13204,0100000US,United States,71,"Arts, entertainment, and recreation",001,Total,001,Total,60,Asian,004,Nonveteran,630,Firms with 10 to 19 employees,2019,S,S,"2,500 to 4,999 employees",S,
13205,13205,0100000US,United States,71,"Arts, entertainment, and recreation",001,Total,001,Total,60,Asian,004,Nonveteran,641,Firms with 20 to 49 employees,2019,S,S,"5,000 to 9,999 employees",S,
13206,13206,0100000US,United States,71,"Arts, entertainment, and recreation",001,Total,001,Total,60,Asian,004,Nonveteran,642,Firms with 50 to 99 employees,2019,4,K,172,4161,
13207,13207,0100000US,United States,71,"Arts, entertainment, and recreation",001,Total,001,Total,60,Asian,004,Nonveteran,651,Firms with 100 to 249 employees,2019,D,D,100 to 249 employees,D,
